group,mz,cluster,r2
ctrl1,177.05702478979,13,0.9835997326549972
ctrl1,177.05702478979,14,0.98971221885492
ctrl1,177.05702478979,15,0.9785659325163792
ctrl1,177.05702478979,16,0.9852457788070108
ctrl1,177.05702478979,17,0.9600611257502548
ctrl1,177.05702478979,18,0.9926913486498464
ctrl1,177.05702478979,19,0.9894953361961476
ctrl1,178.85525464349,0,0.9538682964388012
ctrl1,178.85525464349,1,0.9570272257475037
ctrl1,178.85525464349,2,0.9145600459866008
ctrl1,178.85525464349,3,0.9691921013479065
ctrl1,178.85525464349,4,0.9405106007839428
ctrl1,178.85525464349,5,0.99244597355311
ctrl1,178.85525464349,6,0.9433653963568316
ctrl1,178.85525464349,7,0.9775525215617016
ctrl1,178.85525464349,8,0.9687226308721713
ctrl1,178.85525464349,9,0.9897809428900728
ctrl1,178.85525464349,10,0.9827596193397038
ctrl1,178.85525464349,11,0.9624048048622008
ctrl1,178.85525464349,12,0.9901756381940554
ctrl1,178.85525464349,13,0.9516195110586604
ctrl1,178.85525464349,14,0.9877825532544986
ctrl1,178.85525464349,15,0.9634839501530392
ctrl1,178.85525464349,16,0.9710334296010344
ctrl1,178.85525464349,17,0.9673895100586296
ctrl1,178.85525464349,18,0.9497585572812064
ctrl1,178.85525464349,19,0.983662078588994
ctrl1,196.88046305687,0,0.9458299054827266
ctrl1,196.88046305687,1,0.9286519908477692
ctrl1,196.88046305687,2,0.9022681175553492
ctrl1,196.88046305687,3,0.9552540874810406
ctrl1,196.88046305687,4,0.9456760746572894
ctrl1,196.88046305687,5,0.9034895659662948
ctrl1,196.88046305687,6,0.9308547606448904
ctrl1,196.88046305687,7,0.9283118021733446
ctrl1,196.88046305687,8,0.965521858662394
ctrl1,196.88046305687,9,0.988911792750647
ctrl1,196.88046305687,10,0.9364264895087596
ctrl1,196.88046305687,11,0.9431697405681828
ctrl1,196.88046305687,12,0.9307330727614902
ctrl1,196.88046305687,13,0.9226113109853809
ctrl1,196.88046305687,14,0.9386259423805746
ctrl1,196.88046305687,15,0.9238231701270638
ctrl1,196.88046305687,16,0.931173931379878
ctrl1,196.88046305687,17,0.946036974903428
ctrl1,196.88046305687,18,0.9489949799060888
ctrl1,196.88046305687,19,0.9397267701992628
ctrl1,198.91682025811,0,0.9617876819976658
ctrl1,198.91682025811,1,0.9445124757290104
ctrl1,198.91682025811,2,0.9325368223071582
ctrl1,198.91682025811,3,0.918851950672368
ctrl1,198.91682025811,4,0.9568100038177296
ctrl1,198.91682025811,5,0.9747461137709186
ctrl1,198.91682025811,6,0.9246866988135998
ctrl1,198.91682025811,7,0.968620569436922
ctrl1,198.91682025811,8,0.9616076489876232
ctrl1,198.91682025811,9,0.9496734777876736
ctrl1,198.91682025811,10,0.92288183593664
ctrl1,198.91682025811,11,0.9616367263280468
ctrl1,198.91682025811,12,0.9652046981427188
ctrl1,198.91682025811,13,0.935203071738254
ctrl1,198.91682025811,14,0.9530160066087028
ctrl1,198.91682025811,15,0.938930568935597
ctrl1,198.91682025811,16,0.9531824449036064
ctrl1,198.91682025811,17,0.9641799360265868
ctrl1,198.91682025811,18,0.9728278768874006
ctrl1,198.91682025811,19,0.9796540751954708
ctrl1,221.1545221053,0,0.926309752162403
ctrl1,221.1545221053,1,0.9579705220294044
ctrl1,221.1545221053,2,0.9200477210540192
ctrl1,221.1545221053,3,0.9532445278690508
ctrl1,221.1545221053,4,0.91907607598834
ctrl1,221.1545221053,5,0.9197339799512756
ctrl1,221.1545221053,6,0.90083937153552
ctrl1,221.1545221053,7,0.9073354732990132
ctrl1,221.1545221053,8,0.9319754740253412
ctrl1,221.1545221053,9,0.9623507399508568
ctrl1,221.1545221053,10,0.9349960000137192
ctrl1,221.1545221053,11,0.9225192985562798
ctrl1,221.1545221053,12,0.9345537302954776
ctrl1,221.1545221053,13,0.9566640731413392
ctrl1,221.1545221053,14,0.9625963394011788
ctrl1,221.1545221053,15,0.9300578456556928
ctrl1,221.1545221053,16,0.9399564865464408
ctrl1,221.1545221053,17,0.9354882253723878
ctrl1,221.1545221053,18,0.9608161158781844
ctrl1,221.1545221053,19,0.9377928264873436
ctrl1,223.02673330558,0,0.9615214499418532
ctrl1,223.02673330558,1,0.9711968959869276
ctrl1,223.02673330558,2,0.9468171366818972
ctrl1,223.02673330558,3,0.9872201790171836
ctrl1,223.02673330558,4,0.9708751257805268
ctrl1,223.02673330558,5,0.9744988571955536
ctrl1,223.02673330558,6,0.9877868644532024
ctrl1,223.02673330558,7,0.9485491113602008
ctrl1,223.02673330558,8,0.9698752502286552
ctrl1,223.02673330558,9,0.9880244394623818
ctrl1,223.02673330558,10,0.9612657385513772
ctrl1,223.02673330558,11,0.988290759158466
ctrl1,223.02673330558,12,0.984875727081983
ctrl1,223.02673330558,13,0.9900497535430488
ctrl1,223.02673330558,14,0.9910862107086283
ctrl1,223.02673330558,15,0.9543862660779044
ctrl1,223.02673330558,16,0.9775669336799966
ctrl1,223.02673330558,17,0.9660887458419704
ctrl1,223.02673330558,18,0.9270461592981916
ctrl1,223.02673330558,19,0.9913708783767532
ctrl1,231.02746798817,0,0.9929877762349528
ctrl1,231.02746798817,1,0.9877553460872268
ctrl1,231.02746798817,2,0.993494793693127
ctrl1,231.02746798817,3,0.9895994739792368
ctrl1,231.02746798817,4,0.9848564418524248
ctrl1,231.02746798817,5,0.9783522328715496
ctrl1,231.02746798817,6,0.987378434997052
ctrl1,231.02746798817,7,0.9953008078538385
ctrl1,231.02746798817,8,0.9831743110996168
ctrl1,231.02746798817,9,0.947363290677802
ctrl1,231.02746798817,10,0.994100884004696
ctrl1,231.02746798817,11,0.9943216202202896
ctrl1,231.02746798817,12,0.9907595171244554
ctrl1,231.02746798817,13,0.9961027374427182
ctrl1,231.02746798817,14,0.9904302763617988
ctrl1,231.02746798817,15,0.9903027878800216
ctrl1,231.02746798817,16,0.9923871113552796
ctrl1,231.02746798817,17,0.9943653807019412
ctrl1,231.02746798817,18,0.9894883878896072
ctrl1,231.02746798817,19,0.9919589609497016
ctrl1,248.07014470253,0,0.9824686392753044
ctrl1,248.07014470253,1,0.9823832221950758
ctrl1,248.07014470253,2,0.961499298981278
ctrl1,248.07014470253,3,0.9612278436166556
ctrl1,248.07014470253,4,0.9995752813094736
ctrl1,248.07014470253,5,0.9818061235067532
ctrl1,248.07014470253,6,0.9911798182648316
ctrl1,248.07014470253,7,0.9523160759919048
ctrl1,248.07014470253,8,0.9749231657045055
ctrl1,248.07014470253,9,0.909692016948046
ctrl1,248.07014470253,10,0.9897493491395412
ctrl1,248.07014470253,11,0.9880570125630496
